,name,longitude,latitude,free_bikes,empty_slots,fsq_id
473,"C/ DOCTOR SALVADOR CARDENAL, 1-5",2.122893,41.3853868,7,22,ef4175249232a71e6f8d55d6ff546253
474,"C / INDÚSTRIA, 10",2.1649035,41.4022081,5,13,efafae9cf7cf875ba960a16df971894b
475,"C/ PROVENÇA, 322",2.1646338,41.3967524,1,15,efec17f63cd2b413fca24ecb8513af38
476,"PG. ZONA FRANCA, 244",2.1369015,41.36352,13,3,f02902460e1873902ce5cd04c4733484
477,"C/ GALLEGO, 2",2.1202487,41.3785631,12,11,f10f219e4f969e8b6940ec1ee720205e
478,"C/ COMTE URGELL, 23",2.1606506,41.380393,6,20,f131c8be74d689e7349af47724d88348
479,"PG. TORRAS I BAGES, 129",2.1906302,41.4433647,5,19,f1aaf083aaa04498aad975bc45bdc089
480,"RAMBLA  DE GUIPÚSCOA, 158/ CA N'OLIVA",2.2060317,41.4227912,7,15,f1dd35f19d0a59bc41503000390a2840
481,"C/ MARBRE, 2",2.1476169,41.3614158,5,22,f1e1730612b93c6440cf4e95f301d41c
482,"GRAN VIA DE LES CORTS CATALANES,  1131",2.2058133,41.4183999,9,26,f28ea408c98c269ec16dd1a110ba77cc
483,"C/ ARAGÓ, 659 /NAVAS DE TOLOSA",2.1907524,41.4120681,6,14,f312a0132032a3ac10803bb9e621e117
484,"C/ ROGER DE FLOR, 126",2.1771985,41.3954877,8,17,f3171a128fc9e9f7ab0f70e9334d3860
485,"C/ VALLESPIR, 130",2.1354149,41.3821371,2,23,f3351418bc7b868c203b94a4a4a4d3a3
486,"C/ QUETZAL, 22-24",2.1342316,41.3675438,13,12,f3372fefe9287bdfeaec076d7cbc3471
487,"C/ GRANADELLA, 10-19 | C/ SAS",2.2039823,41.4383117,6,12,f35b1f7f5f0ff3970a90b96640059a32
488,"C/ CAVALLERS, 41",2.111541,41.3906352,0,32,f3c74e7e0f1a8c1445c57b669bf82b0c
489,"C/ VILADOMAT, 122",2.1559939,41.3808772,18,4,f42676e8a08f610ac64c2912a14395c8
490,"C/ VILARDELL, 18",2.1422556,41.3745238,10,20,f47b91ad3e2f9e22babba8f999c32b8c
491,"RDA. DE SANT PERE, 26",2.17425,41.389492,2,17,f4d8965d9acfe29d7b109123ac723c74
492,"C/ 60, NÚMERO 25",2.1436235,41.3467746,8,32,f4de870ade61e6ba95e883709c5492ee
493,"C/ MANSO, 46",2.16113608,41.377046,21,0,f4fa7f17f346f7172eae9dbd166fbdf7
494,"PG. DE L´EXPOSICIÓ, 38 | BLASCO GARAY",2.162203,41.371532,22,2,f5461828b3764ce4cc6d98c8bf583be5
495,"RAMBLA DEL RAVAL, 20",2.1696744,41.3781065,22,0,f5857b295e06b4662db61d3d7fec7a78
496,PL. CARLES PI I SUNYER,2.174016,41.385086,16,2,f64f7ec154143f871bb06d378e982e0d
497,PL. POETA BOSCÀ | C/ ATLÀNTIDA,2.189906,41.379326,16,2,f8756b6af18c2fedd8a295040279aecc
498,"GRAN VIA DE LES CORTS CATALANES, 1118",2.2058345,41.4167933,9,11,f9e2bce2fb587714a956883db5bd5689
499,"C/ ALFAMBRA, 2 | AV. DIAGONAL",2.113096,41.385641,2,24,fa673f1e3be9fe199c0752d9f92a0fbc
500,"C/ LLOBREGÓS, 115",2.1570492,41.4246885,3,24,faaa75871b7cee48bba7f3242d86bcbb
501,"C/ NUMÀNCIA, 2",2.141767,41.381219,1,21,fb7923cf9d6258b3827621a17c16f3f1
502,"PL. CATALUNYA, 5",2.168819,41.387235,3,20,fb90b1e2dcf1b2cbb9087f0830ff9df6
503,"PG. ZONA FRANCA, 182",2.138931,41.360798,26,7,fbc62f405e5d474a6ebba1729d90dc79
504,"C/ RAMON TRIAS FARGAS, 21",2.1904003,41.3902194,7,38,fcaa1662c358b960bf763c0d1439882f
505,"C/ GELABERT, 1",2.1410945,41.3871579,5,16,fd08dcaaa7b28d2c894bb8cc0c75475b
506,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,2.1934636,41.380955,29,4,fd25cee068a839f63c4e287ae067942c
507,"C/ DE CERVELLÓ, 5",2.1748621,41.3765618,18,5,fda312f7d7ab1b99dddb04d926b64f80
508,"C/ JORGE MANRIQUE, 15",2.1499103,41.4312335,3,23,fda98e4d825084470de7b3d76c0a0f2b
509,"C/ RECTOR UBACH, 24",2.1440826,41.3985735,1,25,fdc17d98e3f99d3d35063a93c887f09d
510,C/ NOVA  BOCANA,2.1878126,41.3702483,2,25,fdd54a815b9df606b7855bc3d48fe805
511,"C/ FERNANDO PESSOA, 41",2.192957641716178,41.441986663902426,4,22,febbbd9d185c2de1b8be5990c86568bb
512,"PG. DE GARCIA FÀRIA, 85",2.2162094,41.4053649,2,21,ff00e5fcc43ffb93a773a9c35b0a0cb2
513,"C/ COMTE BORRELL, 198",2.1521802,41.3854003,1,23,ffa7f0802de02896fedf531adb54aff0
514,"C/ RAMON TURRÓ, 246",2.2053803,41.4017084,19,7,ffbaa273abd20a25367fc85ccfd7330c
